,id,cold_sensitivity,user_style,item_type,item_subtype,item_style,item_color,item_warmth,is_waterproof,is_windproof,weather_coldness,is_rain,is_snow,is_windy,liked
11250,11250,high,party,top,hoodie,street,purple,2,0,0,1,1,0,0,1
11251,11251,high,official,top,jumpsuit,party,purple,1,0,0,1,0,0,0,0
11252,11252,low,street,bottom,trousers,party,blue,2,0,0,4,0,0,0,0
11253,11253,high,outdoor,top,turtleneck,casual,pink,2,0,0,3,0,1,0,0
11254,11254,low,official,bottom,shorts,casual,navy,1,0,0,2,0,0,1,1
11255,11255,medium,party,top,longsleeve,casual,yellow,2,0,0,2,1,0,1,1
11256,11256,low,party,top,bodysuit,casual,navy,1,0,0,3,0,1,1,0
11257,11257,low,street,bottom,jeans,street,red,2,0,0,2,1,0,1,1
11258,11258,high,outdoor,bottom,trousers,party,brown,1,0,0,3,0,0,0,0
11259,11259,medium,street,bottom,joggers,street,navy,2,0,0,1,1,0,1,1
11260,11260,high,street,bottom,joggers,casual,black,2,0,0,3,0,0,0,1
11261,11261,high,outdoor,bottom,jeans,casual,purple,2,0,0,4,1,0,1,0
11262,11262,low,sport,bottom,skirt,official,blue,2,0,0,2,0,0,0,1
11263,11263,low,party,bottom,joggers,sport,beige,2,0,0,1,0,0,0,0
11264,11264,high,street,bottom,sweatpants,outdoor,black,3,0,0,1,0,0,0,0
11265,11265,low,outdoor,top,shirt,party,navy,1,0,0,4,0,1,0,0
11266,11266,high,sport,bottom,joggers,casual,purple,2,0,0,4,0,0,0,0
11267,11267,low,sport,top,bodysuit,party,khaki,1,0,0,2,0,0,0,0
11268,11268,medium,street,top,hoodie,sport,orange,3,0,0,2,0,0,0,1
11269,11269,medium,party,bottom,trousers,party,navy,2,0,0,3,0,1,0,1
11270,11270,low,sport,bottom,sweatpants,street,blue,3,0,0,2,0,0,0,1
11271,11271,high,outdoor,outerwear,jacket,street,khaki,2,1,1,4,0,0,0,0
11272,11272,medium,outdoor,bottom,trousers,official,beige,2,0,0,1,0,0,0,1
11273,11273,high,sport,bottom,trousers,official,brown,2,0,0,4,0,1,0,0
11274,11274,high,party,top,blazer,official,blue,1,0,0,3,0,0,0,0
11275,11275,low,sport,bottom,trousers,casual,white,2,0,0,2,0,0,1,1
11276,11276,medium,party,outerwear,trench,casual,pink,1,1,1,1,0,0,1,1
11277,11277,low,official,top,cardigan,official,white,2,0,0,4,1,0,1,0
11278,11278,high,official,bottom,shorts,sport,brown,1,0,0,3,0,0,0,0
11279,11279,low,casual,outerwear,bomber,casual,khaki,3,0,1,1,0,0,0,0
11280,11280,low,casual,top,tank_top,casual,orange,1,0,0,4,0,0,0,0
11281,11281,high,official,outerwear,jeans_jacket,casual,black,2,0,1,4,1,0,1,0
11282,11282,medium,party,outerwear,trench,official,blue,1,1,0,3,0,0,1,0
11283,11283,low,official,bottom,sweatpants,street,pink,3,0,0,3,0,0,0,0
11284,11284,high,casual,bottom,jeans,casual,brown,2,0,0,2,0,0,0,1
11285,11285,low,party,bottom,shorts,sport,multicolor,1,0,0,1,0,0,0,1
11286,11286,medium,official,outerwear,puffer,casual,grey,4,1,1,3,0,1,1,1
11287,11287,high,street,top,hoodie,casual,pink,2,0,0,1,1,0,1,1
11288,11288,low,party,top,blazer,official,grey,1,0,0,4,0,1,1,0
11289,11289,high,official,top,dress,casual,blue,1,0,0,4,0,0,0,0
11290,11290,high,party,bottom,trousers,party,red,2,0,0,2,1,0,1,1
11291,11291,low,official,bottom,trousers,official,navy,2,0,0,3,0,0,1,1
11292,11292,high,casual,top,shirt,party,khaki,1,0,0,2,0,0,0,0
11293,11293,medium,party,bottom,joggers,street,red,2,0,0,4,0,1,0,0
11294,11294,high,party,top,cardigan,official,brown,2,0,0,3,0,1,0,0
11295,11295,low,street,top,tshirt,casual,navy,1,0,0,2,0,0,1,1
11296,11296,medium,street,top,jumpsuit,party,navy,2,0,0,3,1,0,0,1
11297,11297,medium,official,bottom,joggers,sport,orange,2,0,0,2,0,0,0,0
11298,11298,high,official,bottom,shorts,outdoor,blue,1,0,0,2,1,0,1,0
11299,11299,low,casual,bottom,skirt,official,beige,2,0,0,2,1,0,1,1
11300,11300,low,casual,bottom,jeans,casual,beige,2,0,0,3,0,1,0,1
11301,11301,high,official,bottom,jeans,street,beige,2,0,0,2,1,0,0,0
11302,11302,high,party,top,dress,casual,white,1,0,0,1,1,0,0,1
11303,11303,low,street,top,shirt,party,red,1,0,0,1,0,0,1,1
11304,11304,high,street,outerwear,jacket,outdoor,purple,3,0,1,4,0,0,0,0
11305,11305,low,street,top,shirt,official,brown,1,0,0,2,0,0,1,1
11306,11306,medium,outdoor,top,cardigan,official,white,1,0,0,3,1,0,0,0
11307,11307,medium,official,bottom,joggers,sport,pink,2,0,0,2,1,0,1,0
11308,11308,low,casual,bottom,joggers,sport,green,2,0,0,2,0,0,0,1
11309,11309,medium,street,bottom,jeans,casual,red,2,0,0,1,1,0,1,1
11310,11310,medium,official,bottom,skirt,party,yellow,1,0,0,1,0,0,0,0
11311,11311,medium,street,top,tshirt,party,orange,1,0,0,3,1,0,1,0
11312,11312,high,casual,top,jumpsuit,street,navy,1,0,0,2,0,0,0,1
11313,11313,high,sport,top,bodysuit,party,grey,1,0,0,2,0,0,0,0
11314,11314,high,casual,bottom,skirt,casual,blue,1,0,0,3,1,0,0,0
11315,11315,low,party,outerwear,jacket,casual,pink,3,1,1,1,0,0,1,0
11316,11316,low,sport,top,blazer,party,blue,2,0,0,3,0,0,1,1
11317,11317,medium,street,outerwear,puffer,casual,grey,3,0,1,2,0,0,1,1
11318,11318,high,party,bottom,skirt,party,orange,2,0,0,2,0,0,0,1
11319,11319,medium,casual,top,longsleeve,street,white,2,0,0,4,0,1,0,0
11320,11320,low,street,outerwear,coat,official,beige,3,1,1,3,0,1,0,0
11321,11321,high,official,bottom,trousers,party,red,1,0,0,1,0,0,0,0
11322,11322,medium,outdoor,bottom,sweatpants,street,black,2,0,0,2,0,0,0,1
11323,11323,medium,outdoor,top,cardigan,official,multicolor,1,0,0,1,1,0,1,0
11324,11324,high,party,top,dress,party,green,1,0,0,2,1,0,1,0
11325,11325,medium,street,bottom,shorts,outdoor,beige,1,0,0,1,0,0,0,0
11326,11326,medium,casual,top,longsleeve,sport,green,1,0,0,2,0,0,0,1
11327,11327,medium,party,outerwear,bomber,street,multicolor,3,1,0,4,0,0,1,1
11328,11328,high,casual,bottom,shorts,casual,brown,1,0,0,2,0,0,0,1
11329,11329,low,sport,bottom,shorts,street,green,1,0,0,4,0,0,0,0
11330,11330,high,outdoor,outerwear,bomber,street,grey,2,0,0,4,0,0,1,0
11331,11331,low,official,top,tank_top,party,multicolor,1,0,0,3,1,0,0,0
11332,11332,high,official,outerwear,puffer,casual,khaki,4,0,1,3,0,0,0,1
11333,11333,low,official,top,turtleneck,official,orange,2,0,0,4,0,0,0,0
11334,11334,high,street,outerwear,trench,casual,khaki,2,1,1,4,1,0,1,0
11335,11335,medium,sport,bottom,trousers,official,blue,2,0,0,3,0,0,0,1
11336,11336,low,party,bottom,skirt,official,beige,2,0,0,4,0,1,0,0
11337,11337,high,sport,bottom,jeans,party,multicolor,2,0,0,4,0,1,1,0
11338,11338,medium,casual,top,zip_hoodie,outdoor,pink,2,0,0,4,0,0,0,0
11339,11339,medium,casual,top,tshirt,street,multicolor,1,0,0,2,0,0,0,1
11340,11340,high,party,bottom,jeans,street,khaki,2,0,0,4,0,1,0,0
11341,11341,medium,sport,bottom,sweatpants,street,orange,2,0,0,4,0,0,0,0
11342,11342,medium,sport,bottom,joggers,sport,orange,2,0,0,3,0,0,0,1
11343,11343,medium,official,bottom,shorts,outdoor,orange,1,0,0,1,0,0,1,0
11344,11344,medium,party,top,tank_top,casual,beige,1,0,0,3,1,0,0,0
11345,11345,low,official,bottom,shorts,casual,red,1,0,0,4,0,1,0,0
11346,11346,low,party,bottom,jeans,casual,pink,2,0,0,1,1,0,1,0
11347,11347,low,official,bottom,skirt,casual,beige,2,0,0,2,1,0,1,1
11348,11348,low,official,bottom,joggers,casual,navy,2,0,0,2,1,0,0,1
11349,11349,low,street,bottom,sweatpants,outdoor,red,3,0,0,4,1,0,0,0
11350,11350,high,street,bottom,shorts,outdoor,red,1,0,0,3,0,1,1,0
11351,11351,high,party,bottom,trousers,casual,multicolor,2,0,0,3,0,0,0,1
11352,11352,low,sport,outerwear,puffer,street,green,4,1,1,3,0,0,0,1
11353,11353,medium,outdoor,bottom,shorts,sport,red,1,0,0,4,0,0,0,0
11354,11354,medium,official,bottom,joggers,sport,grey,2,0,0,1,0,0,0,1
11355,11355,low,official,top,dress,party,navy,1,0,0,1,1,0,0,0
11356,11356,high,party,top,zip_hoodie,casual,blue,2,0,0,4,0,0,0,0
11357,11357,low,casual,outerwear,fur_coat,party,beige,3,0,1,4,0,1,0,0
11358,11358,medium,sport,outerwear,bomber,party,pink,2,1,0,2,1,0,0,1
11359,11359,high,street,bottom,joggers,casual,orange,2,0,0,4,0,0,0,0
11360,11360,high,casual,bottom,jeans,party,navy,2,0,0,3,1,0,0,0
11361,11361,high,casual,top,tank_top,street,grey,1,0,0,1,1,0,0,1
11362,11362,medium,party,bottom,shorts,street,yellow,1,0,0,4,0,1,0,0
11363,11363,low,party,bottom,joggers,street,purple,2,0,0,1,0,0,0,1
11364,11364,high,outdoor,outerwear,biker_jacket,street,beige,2,0,0,4,0,1,0,0
11365,11365,high,official,top,hoodie,street,multicolor,2,0,0,1,1,0,1,0
11366,11366,medium,party,outerwear,coat,casual,blue,3,1,1,4,0,0,1,1
11367,11367,medium,party,bottom,trousers,official,blue,2,0,0,4,0,1,1,0
11368,11368,high,outdoor,top,dress,casual,black,1,0,0,3,1,0,0,0
11369,11369,high,street,bottom,jeans,casual,blue,2,0,0,3,0,1,0,0
11370,11370,medium,street,top,longsleeve,sport,khaki,2,0,0,2,1,0,1,1
11371,11371,medium,sport,top,zip_hoodie,casual,purple,3,0,0,3,0,1,0,1
11372,11372,low,casual,top,turtleneck,casual,grey,2,0,0,2,0,0,0,1
11373,11373,medium,sport,top,hoodie,sport,multicolor,3,0,0,2,0,0,1,1
11374,11374,low,street,outerwear,windbreaker,sport,green,1,1,1,1,1,0,0,1
11375,11375,medium,street,outerwear,coat,casual,beige,3,1,0,2,0,0,1,1
11376,11376,medium,party,top,tshirt,casual,yellow,1,0,0,2,0,0,1,1
11377,11377,medium,outdoor,top,dress,casual,brown,1,0,0,3,0,1,1,0
11378,11378,medium,casual,outerwear,windbreaker,outdoor,navy,1,1,1,4,0,0,1,0
11379,11379,low,sport,bottom,jeans,party,navy,2,0,0,4,0,0,1,0
11380,11380,high,party,top,zip_hoodie,sport,brown,2,0,0,1,0,0,0,0
11381,11381,medium,party,bottom,joggers,street,black,2,0,0,4,1,0,0,0
11382,11382,high,official,top,jumpsuit,street,black,2,0,0,4,0,0,0,0
11383,11383,high,outdoor,bottom,sweatpants,street,pink,2,0,0,4,0,0,1,0
11384,11384,low,official,bottom,jeans,party,yellow,2,0,0,4,0,1,1,0
11385,11385,medium,casual,bottom,trousers,party,red,1,0,0,1,0,0,0,1
11386,11386,low,party,top,bodysuit,party,green,1,0,0,3,0,0,0,0
11387,11387,high,party,bottom,skirt,official,orange,2,0,0,2,1,0,1,1
11388,11388,medium,outdoor,outerwear,puffer,casual,navy,3,1,1,4,0,1,0,1
11389,11389,medium,street,top,turtleneck,official,multicolor,2,0,0,1,1,0,0,0
11390,11390,low,outdoor,outerwear,fur_coat,official,white,4,0,0,3,0,0,0,0
11391,11391,medium,sport,top,hoodie,sport,navy,2,0,0,1,0,0,0,1
11392,11392,low,outdoor,top,tshirt,street,blue,1,0,0,2,0,0,1,1
11393,11393,medium,casual,top,hoodie,street,purple,3,0,0,2,1,0,0,0
11394,11394,medium,street,top,dress,official,navy,1,0,0,4,0,1,0,0
11395,11395,low,street,bottom,sweatpants,sport,brown,2,0,0,2,0,0,0,1
11396,11396,medium,sport,top,jumpsuit,party,multicolor,1,0,0,2,0,0,1,1
11397,11397,low,party,outerwear,biker_jacket,party,orange,2,0,0,3,0,1,1,1
11398,11398,medium,outdoor,outerwear,biker_jacket,casual,brown,2,0,0,4,0,0,0,0
11399,11399,high,official,top,jumpsuit,party,black,2,0,0,2,0,0,0,1
11400,11400,high,street,bottom,trousers,party,purple,1,0,0,4,0,0,0,0
11401,11401,low,sport,bottom,jeans,casual,white,2,0,0,4,0,1,0,0
11402,11402,medium,outdoor,outerwear,jacket,street,yellow,2,1,1,1,0,0,0,0
11403,11403,medium,sport,outerwear,fur_coat,party,purple,4,0,1,4,1,0,0,0
11404,11404,high,outdoor,bottom,joggers,street,khaki,2,0,0,1,1,0,0,1
11405,11405,medium,official,bottom,skirt,official,yellow,2,0,0,4,1,0,1,0
11406,11406,low,sport,top,dress,casual,grey,2,0,0,1,0,0,0,1
11407,11407,high,outdoor,top,longsleeve,casual,red,2,0,0,2,1,0,0,0
11408,11408,medium,sport,bottom,jeans,casual,beige,2,0,0,4,1,0,0,0
11409,11409,medium,outdoor,top,hoodie,outdoor,yellow,2,0,0,4,0,0,0,0
11410,11410,low,party,bottom,trousers,party,black,1,0,0,1,1,0,1,1
11411,11411,low,party,top,tank_top,party,yellow,1,0,0,3,0,0,0,0
11412,11412,low,street,bottom,jeans,casual,purple,2,0,0,2,1,0,0,1
11413,11413,high,party,bottom,sweatpants,outdoor,green,2,0,0,1,0,0,1,0
11414,11414,high,sport,top,hoodie,sport,white,3,0,0,3,1,0,0,1
11415,11415,medium,official,bottom,joggers,casual,blue,2,0,0,2,0,0,0,1
11416,11416,low,official,outerwear,sheepskin_coat,casual,pink,3,1,0,3,0,1,0,1
11417,11417,high,street,outerwear,bomber,street,brown,3,0,1,1,0,0,1,0
11418,11418,medium,outdoor,bottom,shorts,casual,black,1,0,0,3,1,0,1,0
11419,11419,medium,casual,bottom,shorts,street,green,1,0,0,4,1,0,0,0
11420,11420,low,outdoor,bottom,shorts,sport,grey,1,0,0,2,1,0,0,0
11421,11421,high,casual,top,shirt,party,grey,1,0,0,2,0,0,1,0
11422,11422,low,casual,bottom,joggers,street,grey,2,0,0,2,1,0,1,1
11423,11423,medium,street,bottom,skirt,official,black,2,0,0,2,0,0,1,1
11424,11424,low,sport,bottom,shorts,street,khaki,1,0,0,3,0,1,1,0
11425,11425,medium,outdoor,bottom,joggers,street,yellow,2,0,0,3,0,0,1,1
11426,11426,low,outdoor,outerwear,fur_coat,official,beige,4,0,1,1,0,0,0,0
11427,11427,high,street,top,longsleeve,street,grey,1,0,0,4,1,0,1,0
11428,11428,medium,official,bottom,sweatpants,street,blue,2,0,0,4,0,0,1,0
11429,11429,high,casual,bottom,sweatpants,outdoor,khaki,3,0,0,3,0,0,1,1
11430,11430,low,official,top,cardigan,official,grey,2,0,0,2,1,0,1,1
11431,11431,low,sport,top,dress,party,orange,2,0,0,2,0,0,0,1
11432,11432,medium,party,outerwear,jacket,outdoor,khaki,3,1,0,4,0,1,0,0
11433,11433,medium,street,bottom,jeans,party,white,2,0,0,4,0,1,0,0
11434,11434,medium,street,bottom,skirt,casual,white,2,0,0,2,1,0,1,1
11435,11435,medium,official,bottom,shorts,street,brown,1,0,0,2,1,0,0,0
11436,11436,low,casual,bottom,sweatpants,sport,brown,3,0,0,2,0,0,0,1
11437,11437,low,sport,top,cardigan,casual,black,2,0,0,4,1,0,0,0
11438,11438,low,sport,top,turtleneck,official,navy,2,0,0,3,1,0,0,0
11439,11439,low,street,top,dress,official,white,2,0,0,2,0,0,0,1
11440,11440,high,sport,outerwear,coat,casual,multicolor,4,0,1,2,1,0,0,0
11441,11441,low,casual,top,dress,casual,grey,2,0,0,3,0,0,0,1
11442,11442,low,party,top,shirt,official,beige,1,0,0,1,0,0,1,1
11443,11443,low,party,top,tshirt,casual,brown,1,0,0,4,1,0,0,0
11444,11444,high,sport,outerwear,trench,casual,navy,1,1,0,2,0,0,0,1
11445,11445,medium,official,bottom,shorts,casual,beige,1,0,0,1,1,0,1,1
11446,11446,high,sport,top,tshirt,casual,grey,1,0,0,2,0,0,0,1
11447,11447,high,casual,bottom,joggers,sport,blue,2,0,0,3,0,1,1,0
11448,11448,high,official,top,hoodie,casual,pink,2,0,0,3,1,0,0,0
11449,11449,medium,party,bottom,trousers,casual,black,1,0,0,3,0,0,0,0
11450,11450,high,casual,top,cardigan,casual,khaki,1,0,0,3,0,0,1,0
11451,11451,low,sport,top,shirt,casual,pink,1,0,0,4,0,0,0,0
11452,11452,medium,official,bottom,jeans,casual,beige,2,0,0,2,0,0,0,1
11453,11453,high,party,top,dress,official,blue,2,0,0,3,1,0,0,0
11454,11454,low,outdoor,outerwear,jacket,casual,blue,2,0,0,2,0,0,1,0
11455,11455,low,casual,top,hoodie,outdoor,white,2,0,0,4,0,0,1,0
11456,11456,medium,party,top,tshirt,sport,pink,1,0,0,2,0,0,0,1
11457,11457,medium,official,top,tank_top,street,khaki,1,0,0,1,1,0,1,0
11458,11458,high,outdoor,bottom,sweatpants,street,yellow,3,0,0,1,1,0,0,0
11459,11459,high,street,outerwear,fur_coat,official,navy,4,0,1,4,1,0,1,1
11460,11460,low,sport,top,hoodie,outdoor,white,3,0,0,4,0,1,0,0
11461,11461,high,street,top,cardigan,official,beige,1,0,0,3,0,0,0,0
11462,11462,medium,street,top,jumpsuit,casual,green,1,0,0,2,0,0,1,1
11463,11463,high,street,top,zip_hoodie,outdoor,white,2,0,0,4,1,0,1,0
11464,11464,medium,street,bottom,shorts,casual,blue,1,0,0,3,0,0,1,0
11465,11465,low,party,bottom,joggers,casual,khaki,2,0,0,2,0,0,1,1
11466,11466,medium,outdoor,bottom,jeans,street,beige,2,0,0,3,0,1,1,1
11467,11467,low,official,top,longsleeve,street,purple,2,0,0,1,0,0,0,0
11468,11468,low,casual,bottom,shorts,sport,navy,1,0,0,2,0,0,0,1
11469,11469,medium,street,bottom,joggers,street,brown,2,0,0,3,0,1,0,1
11470,11470,low,party,top,cardigan,casual,black,2,0,0,4,0,0,0,0
11471,11471,medium,street,outerwear,bomber,street,navy,2,1,1,4,0,0,1,0
11472,11472,high,sport,top,jumpsuit,casual,brown,2,0,0,3,0,0,0,1
11473,11473,low,sport,bottom,jeans,casual,yellow,2,0,0,2,1,0,0,1
11474,11474,high,party,bottom,joggers,sport,grey,2,0,0,4,0,0,1,0
11475,11475,low,party,bottom,skirt,party,beige,1,0,0,1,0,0,0,1
11476,11476,medium,sport,bottom,skirt,casual,brown,1,0,0,1,0,0,1,1
11477,11477,low,casual,bottom,jeans,party,pink,2,0,0,3,0,1,0,0
11478,11478,medium,street,bottom,sweatpants,outdoor,purple,2,0,0,4,0,1,0,0
11479,11479,medium,street,outerwear,bomber,street,khaki,3,0,1,3,0,1,0,1
11480,11480,medium,party,top,dress,official,beige,1,0,0,2,1,0,0,0
11481,11481,medium,outdoor,top,tank_top,casual,blue,1,0,0,4,0,0,0,0
11482,11482,medium,party,top,hoodie,sport,purple,3,0,0,2,1,0,1,0
11483,11483,high,sport,top,hoodie,street,brown,2,0,0,4,1,0,0,0
11484,11484,medium,sport,outerwear,trench,casual,blue,2,0,0,4,0,1,0,0
11485,11485,high,party,bottom,jeans,casual,blue,2,0,0,4,0,1,0,0
11486,11486,medium,sport,outerwear,trench,casual,beige,2,1,1,2,0,0,0,1
11487,11487,medium,casual,bottom,jeans,street,yellow,2,0,0,2,0,0,1,1
11488,11488,low,casual,outerwear,bomber,casual,grey,3,0,1,3,0,0,1,1
11489,11489,medium,outdoor,bottom,joggers,casual,orange,2,0,0,3,0,0,0,1
11490,11490,high,sport,top,turtleneck,casual,khaki,2,0,0,4,0,1,1,0
11491,11491,low,sport,outerwear,jacket,casual,beige,3,1,1,2,0,0,1,1
11492,11492,medium,sport,bottom,joggers,sport,green,2,0,0,3,1,0,0,1
11493,11493,high,outdoor,top,hoodie,casual,beige,3,0,0,3,0,1,0,0
11494,11494,low,outdoor,bottom,sweatpants,outdoor,green,2,0,0,1,0,0,1,1
11495,11495,medium,casual,top,zip_hoodie,outdoor,blue,2,0,0,2,0,0,0,1
11496,11496,medium,street,bottom,shorts,casual,navy,1,0,0,1,0,0,1,1
11497,11497,medium,outdoor,bottom,sweatpants,street,pink,2,0,0,2,1,0,1,0
11498,11498,high,official,top,tshirt,casual,orange,1,0,0,4,0,0,1,0
11499,11499,low,street,bottom,sweatpants,sport,navy,2,0,0,4,0,1,0,0
11500,11500,high,street,top,bodysuit,casual,green,1,0,0,3,0,1,1,0
11501,11501,high,casual,bottom,trousers,casual,navy,2,0,0,3,0,0,0,1
11502,11502,high,outdoor,top,blazer,official,beige,1,0,0,2,1,0,1,0
11503,11503,high,casual,top,bodysuit,casual,beige,1,0,0,2,1,0,0,1
11504,11504,low,party,outerwear,sheepskin_coat,street,multicolor,4,1,0,4,0,0,0,1
11505,11505,high,casual,outerwear,fur_coat,party,red,4,0,1,2,1,0,1,0
11506,11506,high,casual,top,bodysuit,party,multicolor,1,0,0,3,0,0,0,0
11507,11507,low,outdoor,top,cardigan,casual,orange,2,0,0,4,0,0,1,0
11508,11508,high,sport,bottom,trousers,party,red,1,0,0,2,0,0,1,0
11509,11509,low,party,top,zip_hoodie,casual,beige,2,0,0,1,0,0,0,1
11510,11510,medium,official,top,cardigan,casual,orange,2,0,0,2,0,0,1,1
11511,11511,high,official,top,blazer,party,blue,2,0,0,2,1,0,1,0
11512,11512,low,casual,outerwear,coat,casual,green,3,0,1,4,0,0,1,1
11513,11513,medium,street,bottom,jeans,street,yellow,2,0,0,4,0,1,1,0
11514,11514,high,official,top,dress,official,navy,2,0,0,4,0,0,0,0
11515,11515,high,sport,top,hoodie,street,orange,2,0,0,2,0,0,1,1
11516,11516,high,outdoor,top,bodysuit,party,navy,1,0,0,2,0,0,0,0
11517,11517,high,outdoor,top,dress,party,pink,1,0,0,2,0,0,0,0
11518,11518,medium,sport,bottom,shorts,street,purple,1,0,0,3,0,0,1,0
11519,11519,high,casual,bottom,joggers,street,beige,2,0,0,1,0,0,0,1
11520,11520,high,outdoor,top,bodysuit,party,white,1,0,0,1,0,0,0,0
11521,11521,high,party,bottom,sweatpants,outdoor,red,2,0,0,3,0,0,1,0
11522,11522,medium,casual,bottom,sweatpants,street,red,2,0,0,1,0,0,0,1
11523,11523,high,party,top,jumpsuit,street,khaki,2,0,0,1,1,0,0,0
11524,11524,medium,party,bottom,joggers,street,black,2,0,0,3,0,0,0,1
11525,11525,high,outdoor,bottom,jeans,casual,white,2,0,0,3,1,0,1,0
11526,11526,medium,casual,bottom,trousers,official,white,1,0,0,4,0,0,1,0
11527,11527,low,casual,outerwear,coat,official,brown,4,0,0,4,0,0,0,1
11528,11528,high,party,outerwear,coat,official,khaki,4,1,1,3,0,0,0,1
11529,11529,high,party,bottom,trousers,party,grey,2,0,0,4,0,1,0,0
11530,11530,high,street,bottom,jeans,casual,purple,2,0,0,2,1,0,0,1
11531,11531,high,official,outerwear,puffer,outdoor,black,3,1,1,4,0,1,0,0
11532,11532,medium,official,outerwear,jacket,casual,brown,2,0,0,3,1,0,0,1
11533,11533,low,street,bottom,sweatpants,outdoor,grey,3,0,0,2,0,0,0,0
11534,11534,low,official,bottom,shorts,street,green,1,0,0,2,1,0,1,0
11535,11535,medium,casual,bottom,trousers,official,beige,1,0,0,3,0,1,0,0
11536,11536,low,sport,bottom,shorts,sport,orange,1,0,0,3,0,0,1,0
11537,11537,medium,sport,top,longsleeve,street,orange,1,0,0,2,1,0,0,1
11538,11538,medium,casual,bottom,sweatpants,outdoor,yellow,2,0,0,4,0,1,0,0
11539,11539,high,outdoor,outerwear,jacket,casual,white,2,1,0,1,0,0,1,0
11540,11540,high,sport,top,cardigan,official,khaki,1,0,0,2,1,0,0,0
11541,11541,high,street,top,tshirt,casual,purple,1,0,0,2,0,0,0,1
11542,11542,medium,street,bottom,trousers,casual,green,1,0,0,2,0,0,0,1
11543,11543,medium,outdoor,top,shirt,party,purple,1,0,0,1,0,0,1,0
11544,11544,medium,official,bottom,trousers,official,khaki,2,0,0,1,1,0,0,1
11545,11545,low,party,top,longsleeve,street,white,2,0,0,4,0,0,0,0
11546,11546,high,casual,bottom,sweatpants,street,pink,2,0,0,2,1,0,0,1
11547,11547,high,street,top,dress,party,navy,2,0,0,2,0,0,1,1
11548,11548,low,party,top,tshirt,casual,blue,1,0,0,2,1,0,0,0
11549,11549,low,party,bottom,joggers,casual,black,2,0,0,2,1,0,1,1
11550,11550,high,party,bottom,jeans,casual,navy,2,0,0,2,0,0,1,1
11551,11551,medium,official,bottom,jeans,street,grey,2,0,0,4,1,0,0,0
11552,11552,high,street,bottom,joggers,casual,white,2,0,0,2,0,0,0,1
11553,11553,low,official,top,longsleeve,street,khaki,2,0,0,1,0,0,1,0
11554,11554,low,sport,bottom,joggers,street,khaki,2,0,0,4,0,0,1,0
11555,11555,high,party,top,cardigan,casual,grey,1,0,0,2,0,0,0,1
11556,11556,medium,party,top,zip_hoodie,outdoor,grey,3,0,0,3,0,0,0,0
11557,11557,medium,sport,bottom,joggers,street,brown,2,0,0,2,1,0,0,0
11558,11558,medium,casual,bottom,skirt,casual,purple,2,0,0,3,1,0,0,1
11559,11559,low,casual,top,turtleneck,official,khaki,2,0,0,4,0,1,0,0
11560,11560,medium,outdoor,top,shirt,casual,blue,1,0,0,2,0,0,0,0
11561,11561,low,outdoor,bottom,trousers,casual,multicolor,1,0,0,2,0,0,0,0
11562,11562,medium,official,top,cardigan,official,navy,2,0,0,1,0,0,1,1
11563,11563,medium,street,outerwear,biker_jacket,casual,white,2,0,1,2,0,0,0,1
11564,11564,high,sport,outerwear,windbreaker,sport,red,1,1,1,3,0,1,1,1
11565,11565,low,party,bottom,shorts,outdoor,blue,1,0,0,1,1,0,0,0
11566,11566,low,outdoor,bottom,skirt,party,black,2,0,0,3,0,0,0,1
11567,11567,medium,casual,top,longsleeve,sport,orange,1,0,0,2,0,0,0,1
11568,11568,low,official,top,tank_top,sport,red,1,0,0,4,0,0,0,0
11569,11569,high,party,bottom,sweatpants,outdoor,multicolor,2,0,0,1,1,0,0,0
11570,11570,low,outdoor,top,zip_hoodie,street,khaki,2,0,0,2,1,0,0,1
11571,11571,high,outdoor,top,dress,official,blue,1,0,0,2,0,0,0,0
11572,11572,low,casual,bottom,jeans,party,navy,2,0,0,2,0,0,1,1
11573,11573,high,sport,top,tank_top,casual,black,1,0,0,3,1,0,0,0
11574,11574,medium,sport,outerwear,coat,official,white,3,0,0,4,0,0,0,0
11575,11575,high,outdoor,top,zip_hoodie,casual,brown,2,0,0,2,1,0,0,0
11576,11576,low,party,outerwear,biker_jacket,party,multicolor,2,0,1,4,0,0,0,0
11577,11577,high,outdoor,bottom,skirt,party,pink,2,0,0,4,1,0,1,0
11578,11578,low,sport,outerwear,jacket,outdoor,blue,3,0,1,3,1,0,0,0
11579,11579,low,outdoor,top,shirt,official,brown,1,0,0,4,0,0,1,0
11580,11580,low,street,top,jumpsuit,casual,blue,1,0,0,2,1,0,1,1
11581,11581,low,casual,top,tank_top,party,yellow,1,0,0,2,0,0,1,0
11582,11582,medium,party,bottom,trousers,party,brown,1,0,0,2,1,0,0,1
11583,11583,high,casual,bottom,shorts,sport,khaki,1,0,0,3,0,1,0,0
11584,11584,high,outdoor,bottom,joggers,sport,brown,2,0,0,2,1,0,1,1
11585,11585,medium,outdoor,bottom,skirt,official,beige,2,0,0,2,0,0,1,1
11586,11586,high,sport,bottom,jeans,casual,blue,2,0,0,1,1,0,1,1
11587,11587,medium,official,top,turtleneck,casual,khaki,2,0,0,2,0,0,1,1
11588,11588,low,sport,bottom,jeans,street,grey,2,0,0,1,0,0,0,1
11589,11589,high,official,bottom,trousers,official,brown,1,0,0,3,0,1,0,0
